Balance,BillCycle,CardID,CardNumber,CardType,CreditLimit,CustomerID,ExpirationDate,InterestRate,IssueDate,Status
4038.93,Quarterly,2341173675411561,343964607433631,MasterCard,3497.56,434797,2025-10-05,19.45,2023-01-24,Active
4599.92,Monthly,8934711235699838,4620835744939225,American Express,5606.13,442827,2029-02-20,10.67,2020-04-02,Closed
1957.23,Quarterly,9703021009824875,30588382597860,American Express,4558.43,433173,2026-08-25,18.18,2020-01-12,Suspended
2795.72,Quarterly,2882517855269832,4980615149746,American Express,7984.12,412663,2028-07-07,17.02,2020-03-19,Suspended
3984.44,Quarterly,6059175017493284,4092545080254,Visa,8483.27,427583,2028-07-13,13.66,2022-02-10,Suspended
3765.76,Monthly,8082256023727296,30035114714876,MasterCard,6825.06,409846,2026-10-26,11.93,2021-08-01,Closed
1332.74,Monthly,4800265035930947,376747005746807,Visa,3973.77,411356,2027-11-09,19.29,2023-02-06,Suspended
2847.1,Monthly,3789810047475965,4878558503694523931,American Express,3460.95,416937,2027-02-16,11.81,2023-08-11,Closed
4560.86,Quarterly,1577131719375564,060468404458,American Express,8232.66,444778,2028-12-04,10.17,2022-07-26,Suspended
3779.4,Monthly,6183180505317453,2718651383924700,Visa,3582.47,440899,2025-12-26,17.55,2020-02-22,Closed
4191.44,Quarterly,9244890133046168,3528072222278182,Visa,2457.49,428282,2026-12-29,17.27,2021-07-06,Active
3788.4,Monthly,4578953649708358,585943560359,MasterCard,5114.63,406050,2027-03-02,14.08,2021-10-17,Active
210.06,Monthly,2082249439989495,3581907016125913,American Express,9042.15,431034,2027-09-28,16.99,2022-01-10,Active
3482.38,Monthly,4394915991739034,6011929964321578,Visa,4225.01,427624,2028-03-12,12.17,2021-04-30,Active
934.73,Quarterly,7305522228569667,2677928702149709,Visa,8334.3,421441,2028-04-26,16.57,2020-10-26,Closed
3282.68,Quarterly,5152532926868932,349513855589760,MasterCard,7422.88,413638,2028-11-04,15.54,2023-08-21,Closed
4675.42,Quarterly,6153598696402851,4502101611415975195,American Express,1757.53,425201,2029-07-20,18.96,2021-09-03,Active
148.12,Quarterly,5089259625944662,2256329219129244,Visa,3160.75,426236,2025-10-24,11.19,2021-05-10,Closed
1636.92,Monthly,4829728556707037,3572768147571503,Visa,6054.85,405156,2027-07-07,17.52,2022-02-18,Closed
4776.8,Quarterly,7467048265889205,4599683349168946913,Visa,9344.38,430362,2027-06-02,13.85,2024-05-13,Suspended
2546.12,Quarterly,1651062528739008,379099730072480,Visa,3611.96,432347,2029-01-02,10.22,2020-12-07,Closed
4094.84,Quarterly,3605967476176026,4420509707509471,MasterCard,2553.91,441483,2028-08-30,14.44,2023-03-10,Active
244.11,Quarterly,1790363920980275,30493328454930,MasterCard,5523.56,418927,2027-03-25,10.14,2022-09-15,Closed
4748.63,Monthly,3021991465291036,2256618115299964,MasterCard,1886.45,434249,2025-08-14,10.03,2023-11-19,Closed
4614.18,Quarterly,4652710266314716,4510734353684607,American Express,4874.71,406144,2025-09-08,10.55,2023-09-24,Closed
3755.16,Quarterly,5461981025263310,501834576701,American Express,4085.17,410937,2028-02-18,10.98,2022-03-06,Active
2674.68,Quarterly,7143989899666157,36490626035746,American Express,9262.36,437397,2027-07-19,19.41,2022-03-19,Closed
3037.5,Quarterly,5274116933233729,4438044672957984,American Express,9048.02,444953,2029-03-21,13.43,2021-08-30,Suspended
1649.98,Monthly,4530899488312684,4077287809374,American Express,8957.64,407510,2026-08-16,18.68,2022-03-03,Suspended
3179.14,Monthly,2280006776555588,374518651978073,American Express,1054.59,432589,2027-08-20,11.8,2020-09-18,Active
2951.09,Quarterly,3631860138423299,180089647937858,Visa,4002.1,412244,2027-04-17,11.02,2020-02-18,Closed
2263.91,Quarterly,9425330815226778,2714164729041746,American Express,6780.91,435971,2026-06-18,11.95,2022-01-05,Closed
1281.63,Quarterly,7207576641693080,213154627706441,American Express,8549.33,449393,2027-10-29,10.64,2021-01-29,Suspended
2891.06,Monthly,6556642346371319,30312146097129,Visa,5617.83,418374,2028-04-29,17.42,2021-08-24,Closed
182.96,Monthly,6855510015696531,3542625830511245,MasterCard,5278.76,425850,2028-06-09,19.76,2021-02-01,Suspended
4573.06,Monthly,4721032278197512,344003357043396,Visa,8223.2,429548,2029-02-16,10.79,2023-07-02,Active
1056.76,Quarterly,2809648479429808,6011923152696800,American Express,2000.56,412369,2027-10-22,15.75,2023-09-05,Suspended
310.77,Monthly,1269720608512775,3561489995780863,Visa,9956.28,413831,2028-01-15,18.45,2023-07-22,Closed
101.35,Quarterly,1167570350734183,370199857658795,American Express,1966.74,443348,2026-02-01,14.9,2022-09-20,Suspended
2375.17,Monthly,2388353573636745,3592461257182735,MasterCard,6890.86,435392,2025-11-05,18.88,2022-08-22,Closed
2764.13,Quarterly,1919700959964175,4716522648631278209,MasterCard,8110.51,409888,2028-05-18,10.49,2024-05-16,Closed
4839.89,Monthly,2856578966575749,2299479834012405,MasterCard,9471.14,409818,2029-06-28,12.02,2020-07-30,Suspended
4389.1,Monthly,1921040145523561,30151223534699,MasterCard,3910.66,417966,2026-12-18,16.5,2021-03-08,Suspended
543.69,Quarterly,5757272290096044,4625260738217287,Visa,5791.89,424155,2029-05-24,13.03,2021-08-21,Active
3459.73,Monthly,7193801442765940,4437883071639250,Visa,8828.61,438801,2027-04-26,14.26,2023-12-08,Closed
4768.38,Quarterly,8538659719293722,4981845488607,MasterCard,6255.7,423853,2026-05-13,16.01,2020-05-18,Closed
896.2,Quarterly,1686546806590020,4585089887632328324,Visa,6347.3,435649,2026-07-20,13.55,2023-02-15,Active
4691.15,Quarterly,5145310863288587,213177212224835,Visa,7780.19,407025,2028-08-13,16.72,2021-10-20,Closed
331.35,Quarterly,7476484015356940,3548264191517619,American Express,6523,437875,2026-06-07,19.24,2022-07-21,Suspended
1087.87,Monthly,2430544338494359,6011391317313044,MasterCard,7489.89,408842,2028-03-15,13.42,2024-07-01,Closed
218.3,Monthly,1529755421367899,4536454301948398,MasterCard,8298.05,437115,2026-10-03,12.24,2024-04-14,Active
4099.3,Quarterly,2109746925836105,3524248668702125,American Express,5992.26,402755,2027-03-28,11.51,2021-08-20,Closed
1760.49,Quarterly,2645062587930671,4555807659968076,American Express,6462.99,440947,2027-09-19,19.96,2021-08-26,Suspended
2112.37,Quarterly,1163411808272139,3568016539345847,American Express,2457.5,429396,2026-01-09,16.33,2022-12-05,Closed
1715,Monthly,8261821451389469,180048607489136,MasterCard,8486.51,428365,2028-08-15,12.95,2022-11-06,Closed
3152.69,Monthly,4595632758226290,180087579818765,MasterCard,6258.31,432704,2028-08-03,18.22,2024-03-03,Suspended
1727.89,Quarterly,8196435664387057,3530993038930607,MasterCard,2641.59,409780,2026-10-19,17.6,2024-07-23,Closed
4446.89,Quarterly,8807054562327400,30412001391581,American Express,1860.85,421273,2025-08-07,13.8,2022-09-14,Closed
2807.86,Quarterly,4087766409735100,3542766692358216,Visa,4865.91,436484,2027-09-09,19.06,2020-01-07,Active
1361.06,Monthly,2343595663081553,3511017969939743,American Express,7701.14,400983,2028-07-05,13.58,2023-05-16,Active
4527.77,Quarterly,5963583187235417,30147664863852,Visa,6877.1,437372,2025-11-26,12.16,2023-05-11,Closed
2661.72,Quarterly,1181073524770880,30524958537899,MasterCard,6613.33,423456,2025-12-12,19.18,2023-04-12,Closed
2000.06,Monthly,8595179878526185,4578379124861,MasterCard,2931.75,424146,2025-10-30,18.67,2023-04-05,Suspended
2769.25,Quarterly,6851325898437265,30386254736389,Visa,1806.81,438529,2027-12-08,19.42,2022-09-24,Active
988.31,Quarterly,8811292859909824,4170659571431,American Express,9075.45,416788,2026-07-15,11.64,2021-07-19,Closed
1209.99,Quarterly,6249723529999231,3562692316026671,MasterCard,6416.84,426538,2029-04-18,12.76,2024-03-29,Suspended
3671.04,Monthly,1825417160245875,4337823600517,American Express,8154.84,425636,2028-04-28,19.94,2022-01-01,Active
3154.53,Quarterly,7447185191225144,3551474324669377,American Express,8013.99,428940,2026-01-01,17.28,2021-06-16,Closed
1917.34,Monthly,1129074149774206,340934490901559,American Express,1470.76,432648,2026-09-04,12.58,2020-09-10,Suspended
920.97,Monthly,9187434708920298,3588730760893012,American Express,3953.65,449374,2026-10-29,18.19,2024-05-10,Active
1326,Monthly,8017480675306840,3568061139835631,American Express,2347.06,416829,2027-11-04,10.58,2024-04-14,Suspended
2458.48,Quarterly,8428224667060178,3521979927229590,Visa,8533.02,411742,2025-10-03,15.41,2023-10-22,Suspended
2879.31,Quarterly,1884808265466651,2581439860171209,MasterCard,5706.27,404860,2027-04-01,14.57,2023-03-16,Closed
1539.67,Monthly,2693116254414226,30155575956673,American Express,3083.59,416127,2028-10-31,18.1,2023-10-19,Suspended
3091.47,Quarterly,2216489559768974,6507849372019591,American Express,4716.63,437660,2026-06-20,11.44,2022-01-10,Closed
4048.96,Quarterly,4543436728738768,6578389156296291,MasterCard,6573.93,446610,2027-11-26,16.61,2024-06-16,Suspended
400.34,Quarterly,3499116071489450,5542206163501734,American Express,7249.51,423608,2026-10-15,10.64,2020-11-21,Active
4230.85,Quarterly,8303941425674221,4816295140214679,Visa,7139.04,449795,2028-07-04,19.21,2020-12-27,Closed
441.86,Quarterly,4726660547412234,4664461664656108,Visa,1340.47,403492,2029-04-08,17.26,2024-05-07,Closed
1135.27,Monthly,7870393332758220,30157320486246,MasterCard,9145.77,417776,2028-10-30,12.38,2022-08-09,Active
1869.92,Quarterly,9326397249622864,4670248145035,MasterCard,1130.23,446138,2027-12-25,18.91,2021-05-03,Active
4919.87,Monthly,9702222218662684,2227781013373251,Visa,6212.96,407823,2029-05-02,15.51,2023-08-25,Closed
750.33,Quarterly,8288878052799924,4426451544601928,American Express,5220.73,445665,2025-09-06,15.36,2024-07-21,Active
4382.4,Quarterly,7087257494520260,370999517241597,MasterCard,2408.81,431423,2028-02-14,10.73,2022-08-05,Suspended
747.5,Monthly,6735139401396047,371488301652812,Visa,3171.16,431983,2029-07-12,15.91,2021-03-16,Closed
3614.13,Quarterly,4823026171944367,30459710246572,American Express,9304.12,412075,2028-11-26,12.33,2020-02-25,Closed
847.22,Monthly,7503724087036388,213172588746263,Visa,3181.62,402956,2026-08-06,12.21,2022-07-26,Active
4639.65,Quarterly,9389588154141879,4598802523206067,Visa,4651.09,421503,2028-02-19,12.17,2021-12-10,Suspended
1616.46,Monthly,4803946125387227,589979518919,Visa,7741.01,419077,2027-04-17,11.57,2021-11-22,Suspended
4951.78,Monthly,3308571263568152,6011231352386937,Visa,4353.34,401186,2028-02-08,19.2,2020-06-10,Active
2162.69,Quarterly,4990693511448185,4651604983581656,Visa,7317.14,435586,2026-11-19,11.42,2021-10-14,Closed
2090.07,Quarterly,6105598813801038,30134545131683,MasterCard,3376.68,440973,2028-07-20,13.99,2022-07-13,Active
1249.81,Quarterly,1400944902589791,343589855042857,American Express,8124.27,443628,2027-12-28,16.58,2021-06-20,Active
2303.16,Monthly,6927037722034199,4602158319772144559,Visa,2106.12,443216,2026-09-12,15.3,2021-03-13,Suspended
15.16,Monthly,7268342019429448,4332034541357240,Visa,7025.77,405533,2029-06-26,13.6,2023-10-19,Active
3355.95,Quarterly,2094655808445920,3547410566520479,MasterCard,4840.55,440089,2027-11-14,11.03,2023-09-25,Suspended
1051.04,Quarterly,1791582347820457,503818765169,American Express,5230.52,431056,2026-07-26,19.23,2021-06-18,Closed
4511.93,Quarterly,1197407420021069,4089185655526122,American Express,3752.69,414967,2028-12-04,10.56,2020-09-06,Closed
1984.51,Monthly,5899764943367930,4294754473531,American Express,8259.41,449366,2027-09-03,12.28,2023-01-07,Active
2390.12,Monthly,2787640401705885,3533303345917957,Visa,3714.79,420522,2027-02-19,11.17,2021-09-14,Active
2228.27,Monthly,8706611990740426,345843424380050,American Express,4497.39,435764,2028-11-26,18.63,2024-07-07,Active
2721.12,Quarterly,9946006228327767,180015833036262,Visa,9444.16,422453,2027-09-09,11.31,2023-10-21,Closed
3984.21,Monthly,8882096240821930,4901615990469063,MasterCard,2895.45,413840,2026-03-04,15.38,2022-03-15,Closed
969.52,Monthly,6200349810402368,4126827260897372777,Visa,8387.87,410603,2028-02-16,15.13,2023-07-02,Active
2783.71,Monthly,2838501064967784,370965408161764,MasterCard,7727.49,427631,2026-04-30,11.63,2021-06-16,Closed
524.99,Monthly,9291201536025805,373416887068929,Visa,8262.56,440281,2029-05-21,14.44,2021-05-25,Active
4014.32,Quarterly,7140416724116189,4913360786175287,MasterCard,6122.12,400728,2028-03-18,11.81,2020-02-02,Active
1656.1,Quarterly,2861963841446494,4433206442473643,American Express,4792.34,430426,2026-12-05,11.92,2023-09-22,Active
366.58,Quarterly,9659252358033386,4242804170331788458,MasterCard,6535.76,440028,2026-09-06,18.91,2021-12-16,Suspended
1855.1,Quarterly,7052123227581792,4587788942489876790,MasterCard,6182.56,400034,2028-02-23,16.69,2024-05-22,Active
2943.14,Monthly,2834159128991402,676332161709,American Express,1982.54,429636,2028-07-04,17.74,2020-12-29,Active
4996.75,Monthly,3683976979529945,502096633198,MasterCard,8862.22,436174,2028-02-04,18.2,2024-07-13,Closed
2483.75,Monthly,1931452308811576,2317356144186079,Visa,9945.38,416160,2025-10-20,12.72,2021-04-22,Suspended
4462.12,Quarterly,6709787697503392,4387612089242603397,MasterCard,9928.52,443454,2028-06-20,17.71,2022-05-02,Closed
4938.21,Quarterly,3263730193404782,180077875533382,MasterCard,1464.63,437708,2028-10-16,13.43,2023-03-27,Suspended
2632.53,Quarterly,3485981302975931,4806416193531858,American Express,4116.97,411570,2026-09-01,19.78,2023-05-02,Closed
1892.64,Monthly,6047258780165693,4223602161005626946,Visa,1616.01,403846,2026-08-16,18.88,2021-07-26,Suspended
123.79,Monthly,7226682732058940,4929235327953666336,American Express,2717.89,441438,2027-08-30,17.14,2021-07-11,Active
3398.11,Quarterly,9614392722867727,630484237593,American Express,2957.64,432688,2027-10-06,15.13,2020-05-26,Active
739.79,Monthly,2262609490045691,3504197799098677,MasterCard,2775.85,426892,2028-06-25,10.85,2021-12-03,Closed
915.72,Quarterly,3852782894589073,4263240704769740231,Visa,9053.98,405990,2028-04-18,12.98,2022-12-26,Active
3169.14,Quarterly,6772059979084557,3563084234637509,American Express,1598.8,446038,2026-12-15,15.84,2022-10-26,Closed
4456.02,Quarterly,1040712510868069,639020014333,Visa,1755.74,433375,2026-07-27,14.4,2022-10-03,Closed
3358.46,Quarterly,8930845930840122,4737430996820,MasterCard,8894.03,448746,2029-06-16,13.68,2021-01-30,Closed
4754.76,Quarterly,1651615099289690,4036731399779412,Visa,6970.86,431446,2026-01-13,12.93,2020-07-28,Active
3025.23,Quarterly,8445486894713260,6011576193317685,MasterCard,7072.7,443110,2029-02-23,17.51,2024-04-09,Closed
130.1,Quarterly,9460952102920224,30300271288712,MasterCard,5164.11,439799,2029-02-04,17.1,2020-01-23,Active
2158.68,Monthly,1294327689968514,4173240552520889,American Express,1204.95,445925,2028-09-26,13.56,2020-10-10,Suspended
4479.02,Quarterly,8973004183643413,6011930286718244,Visa,1046.86,407416,2028-12-02,19.34,2021-08-02,Closed
360.33,Quarterly,3473196214687158,3515618375499523,American Express,6492.03,416807,2027-11-12,16.19,2023-09-30,Suspended
3114.18,Quarterly,7625679257907885,3530561123796009,American Express,1650.51,428917,2027-04-24,16.86,2022-04-16,Active
4387.34,Quarterly,4200610941778599,180006932788192,American Express,6444.56,427000,2027-04-17,12.63,2022-05-07,Active
2777.55,Quarterly,7429098462367415,213159256383321,American Express,3515.03,429017,2026-02-28,18.35,2021-11-02,Active
893.96,Monthly,9221638167535470,3593326316503859,American Express,5100.27,409139,2027-09-18,16.92,2021-05-28,Suspended
2666.49,Monthly,4100903227232064,2703168532290823,MasterCard,5310.22,411877,2027-04-08,18.5,2023-08-09,Suspended
3162.47,Quarterly,4324955209891233,4109716075382,American Express,4316.11,411471,2028-02-14,15.99,2022-11-17,Active
2572.47,Monthly,1742093242518664,060442328245,Visa,8712.16,424691,2027-06-26,15.72,2024-03-09,Closed
648.89,Monthly,6440842868365924,6528878624245162,MasterCard,9680.42,428628,2028-03-25,11.95,2022-08-06,Closed
3281.24,Quarterly,2101020836966283,4380155631824001066,MasterCard,6108.4,424488,2027-10-01,19.82,2021-10-18,Suspended
2800.13,Monthly,7894972678589051,3537654420050502,MasterCard,4463.63,416688,2028-07-31,10.78,2023-02-08,Suspended
557.91,Quarterly,4612231453066519,502097564350,American Express,8400.37,431014,2027-11-20,12.55,2022-02-05,Active
330.14,Monthly,2487705348443926,4097693999894213,Visa,2223.28,429960,2025-08-04,18.34,2021-03-16,Active
4917.36,Quarterly,1777910551547789,4903631698346089,American Express,7118.86,429891,2028-05-11,18.72,2021-01-04,Closed
1441.6,Monthly,1605948984313886,4412346606158245,American Express,9624.46,436636,2029-05-24,19.58,2023-12-02,Closed
1893.89,Monthly,5595154573334511,4365191486045,American Express,7729.71,442906,2026-06-13,12.01,2021-06-19,Suspended
157.66,Quarterly,7684079074918665,4180864395799,MasterCard,8752.8,448254,2026-12-01,17.09,2021-09-06,Active
2955.46,Monthly,9989672882677770,2437404278840155,Visa,2164.73,427595,2026-01-10,10.54,2023-05-25,Suspended
2919.66,Monthly,2549180928794896,4986656023344,Visa,6239.25,448973,2026-01-10,19.11,2020-03-27,Closed
2188.54,Quarterly,5695793008277763,4309047969135830,MasterCard,9095.34,443843,2028-12-05,12.94,2021-02-07,Closed
452.81,Monthly,6371327667142287,502051060445,American Express,1373.19,420696,2027-05-21,14.47,2022-05-31,Suspended
4926.48,Quarterly,4766511509873608,4510143866618,Visa,4010.12,409238,2026-03-23,19.58,2020-10-21,Closed
3184.35,Monthly,5590129651381822,370955340640090,Visa,8312.99,434012,2026-11-23,16.49,2022-12-17,Closed
3877.11,Monthly,5137255887480511,180022553752524,MasterCard,2446.55,407516,2028-09-16,18.28,2023-08-10,Closed
3409.51,Quarterly,3712303101931493,5492904544654723,MasterCard,4585.83,434947,2028-08-19,15.33,2022-09-30,Closed
1949.35,Monthly,8625969243746715,3563241911905837,American Express,1987.97,415495,2028-04-15,10.48,2021-06-18,Closed
3918.79,Quarterly,9973859917083861,4674245117387223,American Express,5619.43,404651,2027-11-16,15.42,2023-04-28,Active
4453.02,Quarterly,4109040802027576,30140932499781,Visa,4869.82,425959,2028-11-01,18.55,2020-07-22,Active
4917.32,Quarterly,3903861212405052,376599633430050,Visa,2087.42,441695,2027-09-27,12.25,2021-06-18,Active
3368.39,Quarterly,1493936480999458,344079778994219,Visa,6015.34,404690,2027-04-15,11.84,2022-08-31,Closed
4958.25,Monthly,8562507596446870,3524344571973877,MasterCard,6166.73,424807,2026-10-22,19.71,2022-11-30,Suspended
261.38,Monthly,1820320290899234,2658447581421306,Visa,3892.01,440873,2029-02-07,12.76,2020-12-31,Active
2382.03,Monthly,2730020435196574,2547609144806696,Visa,2622.77,435530,2027-08-25,17.7,2021-01-02,Active
4835.95,Quarterly,2315189920898937,213168542989387,MasterCard,4833.98,432670,2027-04-05,16.1,2020-10-02,Active
2231.79,Quarterly,4785555889817249,4193396910385369,Visa,7036.99,412818,2029-07-26,13.15,2024-07-26,Closed
466.74,Monthly,9306188125693088,3565920656423001,Visa,8996.06,431241,2026-02-27,17.39,2020-12-09,Suspended
